time,wavenumber,data
1737189948.8247,12805.426873955847,"[[103, -1, -1]]"
1737189948.835,12805.426873955847,[]
1737189948.835,12805.426873955847,"[[104, -1, -1]]"
1737189948.8452,12805.426873955847,[]
1737189948.8452,12805.426873955847,"[[105, -1, -1]]"
1737189948.8552,12805.426873955847,[]
1737189948.8552,12805.426873955847,"[[106, -1, -1]]"
1737189948.8654,12805.426873955847,[]
1737189948.8654,12805.426873955847,"[[107, -1, -1]]"
1737189948.8758,12805.426873955847,[]
1737189948.8758,12805.426873955847,"[[108, -1, -1]]"
1737189948.886,12805.426873955847,[]
1737189948.886,12805.426873955847,"[[109, -1, -1]]"
1737189948.8962,12805.426873955847,[]
1737189948.8962,12805.426873955847,"[[110, -1, -1]]"
1737189948.9062,12805.426873955847,[]
1737189948.9062,12805.426873955847,"[[111, -1, -1]]"
1737189948.9165,12805.426873955847,[]
1737189948.9165,12805.426873955847,"[[112, -1, -1]]"
1737189948.9269,12805.426873955847,[]
1737189948.9269,12805.426873955847,"[[113, -1, -1]]"
1737189948.9269,12805.426873955847,"[[114, -1, -1]]"
1737189948.937,12805.426873955847,[]
1737189948.9473,12805.426873955847,[]
1737189948.9473,12805.426873955847,"[[115, -1, -1], [116, -1, -1]]"
1737189948.9578,12805.426873955847,[]
1737189948.9578,12805.426873955847,"[[117, -1, -1]]"
1737189948.9681,12805.426873955847,[]
1737189948.9696,12805.426873955847,"[[118, -1, -1]]"
1737189948.9781,12805.426873955847,[]
1737189948.9781,12805.426873955847,"[[119, -1, -1]]"
1737189948.9886,12805.426873955847,[]
1737189948.9886,12805.426873955847,"[[120, -1, -1]]"
1737189948.9989,12805.426873955847,[]
1737189948.9989,12805.426873955847,"[[121, -1, -1]]"
1737189949.0094,12805.426873955847,[]
1737189949.0094,12805.426873955847,"[[122, -1, -1]]"
1737189949.0195,12805.426873955847,[]
1737189949.0195,12805.426873955847,"[[123, -1, -1]]"
1737189949.0296,12805.426873955847,[]
1737189949.0296,12805.426873955847,"[[124, -1, -1]]"
1737189949.0398,12805.426873955847,[]
1737189949.0398,12805.426873955847,"[[125, -1, -1]]"
1737189949.0501,12805.426873955847,[]
1737189949.0501,12805.426873955847,"[[126, -1, -1]]"
1737189949.0606,12805.426873955847,[]
1737189949.0606,12805.426873955847,"[[127, -1, -1]]"
1737189949.0709,12805.426873955847,[]
1737189949.0709,12805.426873955847,"[[128, -1, -1]]"
1737189949.0811,12805.426873955847,[]
1737189949.0813,12805.426873955847,"[[129, -1, -1]]"
1737189949.0911,12805.426873955847,[]
1737189949.0911,12805.426873955847,"[[130, -1, -1]]"
1737189949.1014,12805.426873955847,[]
1737189949.1014,12805.426873955847,"[[131, -1, -1]]"
1737189949.1118,12805.426873955847,[]
1737189949.1118,12805.426873955847,"[[132, -1, -1]]"
1737189949.1222,12805.426873955847,[]
1737189949.1222,12805.426873955847,"[[133, -1, -1]]"
1737189949.1325,12805.426873955847,[]
1737189949.1325,12805.426873955847,"[[134, -1, -1]]"
1737189949.1426,12805.426873955847,[]
1737189949.1426,12805.426873955847,"[[135, -1, -1]]"
1737189949.1526,12805.426873955847,[]
1737189949.1526,12805.426873955847,"[[136, -1, -1]]"
1737189949.1631,12805.426873955847,[]
1737189949.1631,12805.426873955847,"[[137, 1, 17971], [137, 4, 18003], [137, 1, 18037], [137, 4, 18068], [137, -1, -1]]"
1737189949.1735,12805.426873955847,[]
1737189949.1735,12805.426873955847,"[[138, -1, -1]]"
1737189949.1839,12805.426873955847,[]
1737189949.1839,12805.426873955847,"[[139, -1, -1]]"
1737189949.194,12805.426873955847,[]
1737189949.1956,12805.426873955847,"[[140, -1, -1]]"
1737189949.2043,12805.426873955847,[]
1737189949.2043,12805.426873955847,"[[141, -1, -1]]"
1737189949.2144,12805.42700550972,[]
1737189949.2144,12805.42700550972,"[[142, -1, -1]]"
1737189949.2245,12805.42700550972,[]
1737189949.2245,12805.42700550972,"[[143, -1, -1]]"
1737189949.2345,12805.42700550972,[]
1737189949.2345,12805.42700550972,"[[144, -1, -1]]"
1737189949.2445,12805.42700550972,[]
1737189949.2445,12805.42700550972,"[[145, -1, -1]]"
1737189949.2546,12805.42700550972,[]
1737189949.2546,12805.42700550972,"[[146, -1, -1]]"
1737189949.2646,12805.42700550972,[]
1737189949.2646,12805.42700550972,"[[147, -1, -1]]"
1737189949.2747,12805.42700550972,[]
1737189949.2747,12805.42700550972,"[[148, -1, -1]]"
1737189949.285,12805.42700550972,[]
1737189949.285,12805.42700550972,"[[149, -1, -1]]"
1737189949.2951,12805.42700550972,[]
1737189949.2951,12805.42700550972,"[[150, -1, -1]]"
1737189949.3052,12805.42700550972,[]
1737189949.3052,12805.42700550972,"[[151, -1, -1]]"
1737189949.3153,12805.42700550972,[]
1737189949.3153,12805.42700550972,"[[152, -1, -1]]"
1737189949.3253,12805.42700550972,[]
1737189949.3253,12805.42700550972,"[[153, -1, -1]]"
1737189949.3357,12805.42700550972,[]
1737189949.3357,12805.42700550972,"[[154, -1, -1]]"
1737189949.3461,12805.42700550972,[]
1737189949.3461,12805.42700550972,"[[155, -1, -1]]"
1737189949.3561,12805.42700550972,[]
1737189949.3561,12805.42700550972,"[[156, -1, -1]]"
1737189949.3665,12805.42700550972,[]
1737189949.3665,12805.42700550972,"[[157, -1, -1]]"
1737189949.3768,12805.42700550972,[]
1737189949.3768,12805.42700550972,"[[158, -1, -1]]"
1737189949.3872,12805.42700550972,[]
1737189949.3872,12805.42700550972,"[[159, -1, -1], [160, -1, -1]]"
1737189949.3972,12805.42700550972,[]
1737189949.4108,12805.42700550972,[]
1737189949.4108,12805.42700550972,"[[161, -1, -1], [162, -1, -1]]"
1737189949.4276,12805.42700550972,[]
1737189949.4276,12805.42700550972,"[[163, -1, -1], [164, -1, -1]]"
1737189949.4359,12805.42700550972,[]
1737189949.4462,12805.42700550972,[]
1737189949.4462,12805.42700550972,"[[165, -1, -1]]"
1737189949.4623,12805.42700550972,[]
1737189949.4623,12805.42700550972,"[[166, -1, -1], [167, -1, -1]]"
1737189949.4783,12805.42700550972,[]
1737189949.4783,12805.42700550972,"[[168, -1, -1], [169, -1, -1]]"
1737189949.494,12805.42700550972,[]
1737189949.494,12805.42700550972,"[[170, -1, -1]]"
1737189949.5105,12805.42700550972,[]
1737189949.5105,12805.42700550972,"[[171, -1, -1], [172, -1, -1]]"
1737189949.5206,12805.42700550972,[]
1737189949.5206,12805.42700550972,"[[173, -1, -1]]"
1737189949.5309,12805.42700550972,[]
1737189949.5309,12805.42700550972,"[[174, -1, -1]]"
1737189949.5411,12805.42700550972,[]
1737189949.5411,12805.42700550972,"[[175, -1, -1]]"
1737189949.5512,12805.42700550972,[]
1737189949.5512,12805.42700550972,"[[176, -1, -1]]"
1737189949.5614,12805.42700550972,[]
1737189949.5614,12805.42700550972,"[[177, -1, -1]]"
1737189949.5709,12805.42700550972,[]
1737189949.5709,12805.42700550972,"[[178, -1, -1]]"
1737189949.5809,12805.42700550972,[]
1737189949.5809,12805.42700550972,"[[179, -1, -1]]"
1737189949.5911,12805.42700550972,[]
1737189949.5911,12805.42700550972,"[[180, -1, -1]]"
1737189949.6013,12805.42700550972,[]
1737189949.6013,12805.42700550972,"[[181, -1, -1]]"
1737189949.6117,12805.42700550972,[]
1737189949.6117,12805.42700550972,"[[182, -1, -1]]"
1737189949.6218,12805.42700550972,[]
1737189949.6218,12805.42700550972,"[[183, -1, -1]]"
1737189949.6322,12805.42700550972,[]
1737189949.6322,12805.42700550972,"[[184, -1, -1]]"
1737189949.6424,12805.42700550972,[]
1737189949.6424,12805.42700550972,"[[185, -1, -1]]"
1737189949.6526,12805.42700550972,[]
1737189949.6526,12805.42700550972,"[[186, -1, -1]]"
1737189949.6626,12805.42700550972,[]
1737189949.6626,12805.42700550972,"[[187, -1, -1]]"
1737189949.6729,12805.42700550972,[]
1737189949.6729,12805.42700550972,"[[188, -1, -1]]"
1737189949.6831,12805.42700550972,[]
1737189949.6831,12805.42700550972,"[[189, -1, -1]]"
1737189949.6932,12805.427104225986,[]
1737189949.6932,12805.427104225986,"[[190, -1, -1]]"
1737189949.7035,12805.427104225986,[]
1737189949.7035,12805.427104225986,"[[191, -1, -1]]"
1737189949.7138,12805.427104225986,[]
1737189949.7138,12805.427104225986,"[[192, -1, -1]]"
1737189949.7241,12805.427104225986,[]
1737189949.7241,12805.427104225986,"[[193, -1, -1]]"
1737189949.7344,12805.427104225986,[]
1737189949.7344,12805.427104225986,"[[194, -1, -1]]"
1737189949.7449,12805.427104225986,[]
1737189949.7449,12805.427104225986,"[[195, -1, -1]]"
1737189949.7551,12805.427104225986,[]
1737189949.7551,12805.427104225986,"[[196, -1, -1]]"
1737189949.7652,12805.427104225986,[]
1737189949.7652,12805.427104225986,"[[197, 1, 20508], [197, 4, 20540], [197, -1, -1]]"
1737189949.7755,12805.427104225986,[]
1737189949.7755,12805.427104225986,"[[198, -1, -1]]"
1737189949.7859,12805.427104225986,[]
1737189949.7859,12805.427104225986,"[[199, -1, -1]]"
1737189949.7961,12805.427104225986,[]
1737189949.7961,12805.427104225986,"[[200, -1, -1]]"
1737189949.8065,12805.427104225986,[]
1737189949.8065,12805.427104225986,"[[201, -1, -1]]"
1737189949.8169,12805.427104225986,[]
1737189949.8169,12805.427104225986,"[[202, -1, -1]]"
1737189949.8169,12805.427104225986,"[[203, -1, -1]]"
1737189949.827,12805.427104225986,[]
1737189949.8371,12805.427104225986,[]
1737189949.8371,12805.427104225986,"[[204, -1, -1], [205, -1, -1]]"
1737189949.8473,12805.427104225986,[]
1737189949.8473,12805.427104225986,"[[206, -1, -1]]"
1737189949.8574,12805.427104225986,[]
1737189949.8574,12805.427104225986,"[[207, -1, -1]]"
1737189949.8677,12805.427104225986,[]
1737189949.8677,12805.427104225986,"[[208, -1, -1]]"
1737189949.8777,12805.427104225986,[]
1737189949.8777,12805.427104225986,"[[209, -1, -1]]"
1737189949.8882,12805.427104225986,[]
1737189949.8882,12805.427104225986,"[[210, -1, -1]]"
1737189949.8984,12805.427104225986,[]
1737189949.8984,12805.427104225986,"[[211, -1, -1]]"
1737189949.9085,12805.427104225986,[]
1737189949.9085,12805.427104225986,"[[212, -1, -1]]"
1737189949.9186,12805.427104225986,[]
1737189949.9186,12805.427104225986,"[[213, -1, -1]]"
1737189949.9287,12805.427104225986,[]
1737189949.9287,12805.427104225986,"[[214, -1, -1]]"
1737189949.9389,12805.427104225986,[]
1737189949.9389,12805.427104225986,"[[215, -1, -1]]"
1737189949.9491,12805.427104225986,[]
1737189949.9491,12805.427104225986,"[[216, -1, -1]]"
1737189949.9592,12805.427104225986,[]
1737189949.9592,12805.427104225986,"[[217, -1, -1]]"
1737189949.9693,12805.427104225986,[]
1737189949.9693,12805.427104225986,"[[218, -1, -1]]"
1737189949.9796,12805.427104225986,[]
1737189949.9796,12805.427104225986,"[[219, -1, -1]]"
1737189949.9899,12805.427104225986,[]
1737189949.9899,12805.427104225986,"[[220, -1, -1]]"
1737189949.9999,12805.427104225986,[]
1737189949.9999,12805.427104225986,"[[221, -1, -1]]"
1737189950.0104,12805.427104225986,[]
1737189950.0104,12805.427104225986,"[[222, -1, -1]]"
1737189950.0204,12805.427104225986,[]
1737189950.0204,12805.427104225986,"[[223, -1, -1]]"
1737189950.0305,12805.427104225986,[]
1737189950.0305,12805.427104225986,"[[224, -1, -1]]"
1737189950.0406,12805.427104225986,[]
1737189950.0406,12805.427104225986,"[[225, -1, -1]]"
1737189950.0507,12805.427104225986,[]
1737189950.0507,12805.427104225986,"[[226, -1, -1]]"
1737189950.0608,12805.427104225986,[]
1737189950.0608,12805.427104225986,"[[227, -1, -1]]"
1737189950.0712,12805.427104225986,[]
1737189950.0712,12805.427104225986,"[[228, -1, -1]]"
1737189950.0814,12805.427104225986,[]
1737189950.0814,12805.427104225986,"[[229, -1, -1]]"
1737189950.0915,12805.427104225986,[]
1737189950.0915,12805.427104225986,"[[230, -1, -1]]"
1737189950.1016,12805.427104225986,[]
1737189950.1016,12805.427104225986,"[[231, -1, -1]]"
1737189950.1117,12805.427104225986,[]
1737189950.1117,12805.427104225986,"[[232, -1, -1]]"
1737189950.1221,12805.427104225986,[]
1737189950.1221,12805.427104225986,"[[233, -1, -1]]"
1737189950.1324,12805.427104225986,[]
1737189950.1324,12805.427104225986,"[[234, -1, -1]]"
1737189950.1426,12805.427104225986,[]
1737189950.1426,12805.427104225986,"[[235, -1, -1]]"
1737189950.1529,12805.427104225986,[]
1737189950.1529,12805.427104225986,"[[236, -1, -1]]"
1737189950.1629,12805.427104225986,[]
1737189950.1629,12805.427104225986,"[[237, -1, -1]]"
1737189950.173,12805.427222192424,[]
1737189950.173,12805.427222192424,"[[238, -1, -1]]"
1737189950.1831,12805.427222192424,[]
1737189950.1831,12805.427222192424,"[[239, -1, -1]]"
1737189950.1935,12805.427222192424,[]
1737189950.1935,12805.427222192424,"[[240, -1, -1]]"
1737189950.204,12805.427222192424,[]
1737189950.204,12805.427222192424,"[[241, -1, -1]]"
1737189950.2141,12805.427222192424,[]
1737189950.2141,12805.427222192424,"[[242, -1, -1]]"
1737189950.2242,12805.427222192424,[]
1737189950.2242,12805.427222192424,"[[243, -1, -1]]"
1737189950.2342,12805.427222192424,[]
1737189950.2342,12805.427222192424,"[[244, -1, -1]]"
1737189950.2447,12805.427222192424,[]
1737189950.2447,12805.427222192424,"[[245, -1, -1]]"
1737189950.255,12805.427222192424,[]
1737189950.255,12805.427222192424,"[[246, -1, -1]]"
1737189950.2653,12805.427222192424,[]
1737189950.2653,12805.427222192424,"[[247, -1, -1]]"
1737189950.2755,12805.427222192424,[]
1737189950.2755,12805.427222192424,"[[248, -1, -1]]"
1737189950.2858,12805.427222192424,[]
1737189950.2858,12805.427222192424,"[[249, -1, -1]]"
1737189950.296,12805.427222192424,[]
1737189950.296,12805.427222192424,"[[250, -1, -1]]"
1737189950.3063,12805.427222192424,[]
1737189950.3063,12805.427222192424,"[[251, -1, -1]]"
1737189950.3164,12805.427222192424,[]
1737189950.3164,12805.427222192424,"[[252, -1, -1]]"
1737189950.3268,12805.427222192424,[]
1737189950.3268,12805.427222192424,"[[253, -1, -1]]"
1737189950.3372,12805.427222192424,[]
1737189950.3372,12805.427222192424,"[[254, -1, -1], [255, -1, -1]]"
1737189950.3477,12805.427222192424,[]
1737189950.3477,12805.427222192424,"[[256, -1, -1]]"
1737189950.3577,12805.427222192424,[]
1737189950.3577,12805.427222192424,"[[257, -1, -1]]"
1737189950.3676,12805.427222192424,[]
1737189950.3676,12805.427222192424,"[[258, -1, -1]]"
1737189950.3777,12805.427222192424,[]
1737189950.3777,12805.427222192424,"[[259, -1, -1]]"
1737189950.3879,12805.427222192424,[]
1737189950.3879,12805.427222192424,"[[260, 1, 22198], [260, 4, 22229], [260, -1, -1]]"
1737189950.3979,12805.427222192424,[]
1737189950.3979,12805.427222192424,"[[261, -1, -1]]"
1737189950.4083,12805.427222192424,[]
1737189950.4083,12805.427222192424,"[[262, -1, -1]]"
1737189950.4183,12805.427222192424,[]
1737189950.4183,12805.427222192424,"[[263, -1, -1]]"
1737189950.4286,12805.427222192424,[]
1737189950.4286,12805.427222192424,"[[264, -1, -1]]"
1737189950.4386,12805.427222192424,[]
1737189950.4386,12805.427222192424,"[[265, -1, -1]]"
1737189950.4488,12805.427222192424,[]
1737189950.4488,12805.427222192424,"[[266, 1, 19915], [266, 4, 19947], [266, -1, -1]]"
1737189950.459,12805.427222192424,[]
1737189950.459,12805.427222192424,"[[267, -1, -1]]"
1737189950.469,12805.427222192424,[]
1737189950.469,12805.427222192424,"[[268, -1, -1]]"
1737189950.4792,12805.427222192424,[]
1737189950.4792,12805.427222192424,"[[269, -1, -1]]"
1737189950.489,12805.427222192424,[]
1737189950.489,12805.427222192424,"[[270, 1, 20722], [270, 4, 20754], [270, -1, -1]]"
1737189950.4994,12805.427222192424,[]
1737189950.4994,12805.427222192424,"[[271, -1, -1]]"
1737189950.5094,12805.427222192424,[]
1737189950.5094,12805.427222192424,"[[272, -1, -1]]"
1737189950.5198,12805.427222192424,[]
1737189950.5198,12805.427222192424,"[[273, -1, -1]]"
1737189950.5298,12805.427222192424,[]
1737189950.5298,12805.427222192424,"[[274, -1, -1]]"
1737189950.5399,12805.427222192424,[]
1737189950.5399,12805.427222192424,"[[275, -1, -1]]"
1737189950.5501,12805.427222192424,[]
1737189950.5501,12805.427222192424,"[[276, -1, -1]]"
1737189950.5604,12805.427222192424,[]
1737189950.5604,12805.427222192424,"[[277, -1, -1]]"
1737189950.5706,12805.427222192424,[]
1737189950.5706,12805.427222192424,"[[278, -1, -1]]"
1737189950.5807,12805.427222192424,[]
1737189950.5807,12805.427222192424,"[[279, -1, -1]]"
1737189950.5909,12805.427222192424,[]
1737189950.5909,12805.427222192424,"[[280, -1, -1]]"
1737189950.6014,12805.427222192424,[]
1737189950.6014,12805.427222192424,"[[281, -1, -1]]"
1737189950.6117,12805.427222192424,[]
1737189950.6117,12805.427222192424,"[[282, -1, -1]]"
1737189950.6218,12805.427222192424,[]
1737189950.6218,12805.427222192424,"[[283, -1, -1]]"
1737189950.6323,12805.427222192424,[]
1737189950.6323,12805.427222192424,"[[284, -1, -1]]"
1737189950.6425,12805.427359357423,[]
1737189950.6425,12805.427359357423,"[[285, -1, -1]]"
1737189950.653,12805.427359357423,[]
1737189950.653,12805.427359357423,"[[286, -1, -1]]"
1737189950.663,12805.427359357423,[]
1737189950.663,12805.427359357423,"[[287, -1, -1]]"
1737189950.6733,12805.427359357423,[]
1737189950.6733,12805.427359357423,"[[288, -1, -1]]"
1737189950.6838,12805.427359357423,[]
1737189950.6838,12805.427359357423,"[[289, 1, 17662], [289, 4, 17694], [289, -1, -1]]"
1737189950.6938,12805.427359357423,[]
1737189950.6938,12805.427359357423,"[[290, -1, -1]]"
1737189950.704,12805.427359357423,[]
1737189950.704,12805.427359357423,"[[291, -1, -1]]"
1737189950.714,12805.427359357423,[]
1737189950.714,12805.427359357423,"[[292, -1, -1]]"
1737189950.7241,12805.427359357423,[]
1737189950.7241,12805.427359357423,"[[293, -1, -1]]"
1737189950.7345,12805.427359357423,[]
1737189950.7345,12805.427359357423,"[[294, -1, -1]]"
1737189950.7448,12805.427359357423,[]
1737189950.7448,12805.427359357423,"[[295, -1, -1]]"
1737189950.7549,12805.427359357423,[]
